Unnamed: 0,char,dialog,movie,dialog_length,word_count,sentiment,confidence,dominant_topic,topic_label
1397,FRODO, I think these lands were once part of the Kingdom of Gondor. ,The Return of the King ,62.0,12.0,NEGATIVE,0.958185374736786,Topic 3,The Ring & Power
1398,FRODO,"Long ago, when there was a King. ",The Return of the King ,33.0,7.0,POSITIVE,0.9574856162071228,Topic 3,The Ring & Power
1399,SAM,"Mr Frodo, look!  The King has got a crown again.   ",The Return of the King ,51.0,10.0,POSITIVE,0.9995905756950378,Topic 8,Home & Peace
1400,MERRY, What are     they eating when they can't get hobbit ? ,The Fellowship of the Ring ,55.0,10.0,NEGATIVE,0.9802170991897584,Topic 2,Friendship & Loyalty
1402,FRODO,Who is     she ? This woman you sing of ?  ,The Fellowship of the Ring ,43.0,10.0,NEGATIVE,0.9952548742294312,Topic 1,War & Battle
1403,STRIDER,Tis the Lady of L'thien. The Elf Maiden who gave her love     to Beren ... a mortal ,The Fellowship of the Ring ,84.0,17.0,POSITIVE,0.9970141649246216,Topic 5,Fear & Danger
1404,FRODO,What happened to her? ,The Fellowship of the Ring ,22.0,4.0,NEGATIVE,0.9986886382102966,Topic 7,Death & Sacrifice
1405,STRIDER, She died.    ,The Fellowship of the Ring ,14.0,2.0,NEGATIVE,0.9914742708206176,Topic 7,Death & Sacrifice
1406,SARUMAN,The power of Isengard is at your command ,The Fellowship of the Ring ,41.0,8.0,POSITIVE,0.997307538986206,Topic 3,The Ring & Power
1407,SARUMAN,Sauron.  Lord of the Earth ,The Fellowship of the Ring ,27.0,5.0,NEGATIVE,0.9854624271392822,Topic 3,The Ring & Power
1408,GIMLI, Stay close young     hobbits.,The Fellowship of the Ring ,30.0,4.0,POSITIVE,0.99759703874588,Topic 6,Hope & Courage
1409,GALADRIEL VOICE-OVER,"Frodo! , Frodo! ",The Fellowship of the Ring ,16.0,3.0,POSITIVE,0.91678124666214,Topic 8,Home & Peace
1410,GIMLI,..and are never seen again ,The Fellowship of the Ring ,27.0,5.0,NEGATIVE,0.8738943338394165,Topic 3,The Ring & Power
1411,GALADRIEL VOICE-OVER,"Your coming to us , is as the footsteps of doom.     You bring great evil here! ,Ringbearer! ",The Fellowship of the Ring ,93.0,17.0,NEGATIVE,0.8373816609382629,Topic 3,The Ring & Power
1412,SAM,Mr Frodo ? ,The Fellowship of the Ring ,11.0,3.0,NEGATIVE,0.9845481514930724,Topic 8,Home & Peace
1413,GIMLI,"Well!  Here's one dwarf she won't ensnare so easily! I     have the eyes of a hawk, and ears of a fox!  ",The Fellowship of the Ring ,104.0,21.0,POSITIVE,0.986753225326538,Topic 2,Friendship & Loyalty
1414,GIMLI,Oh! ,The Fellowship of the Ring ,4.0,1.0,POSITIVE,0.9987006187438964,Topic 1,War & Battle
1415,HALDIR," The dwarf     breathes so loud, we could have shot him in the dark. ",The Fellowship of the Ring ,69.0,13.0,POSITIVE,0.9752972722053528,Topic 1,War & Battle
1416,HALDIR,"Mae govannen, Legolas Thranduilion. ",The Fellowship of the Ring ,36.0,4.0,POSITIVE,0.763990581035614,Topic 1,War & Battle
1417,SAM,You never know. ,The Two Towers ,16.0,3.0,NEGATIVE,0.8529390692710876,Topic 8,Home & Peace
1418,FRODO,Sam. My dear Sam. ,The Two Towers ,18.0,4.0,POSITIVE,0.9992862343788148,Topic 3,The Ring & Power
1419,SAM,"It's very special, that.It's the best salt in all the Shire. ",The Two Towers ,61.0,11.0,POSITIVE,0.9998706579208374,Topic 5,Fear & Danger
1420,FRODO,It is special. It's a little bit of home. ,The Two Towers ,42.0,9.0,POSITIVE,0.99960595369339,Topic 2,Friendship & Loyalty
1421,FRODO,We can't leave this here for someoneto follow us down. ,The Two Towers ,55.0,10.0,NEGATIVE,0.9971057772636414,Topic 5,Fear & Danger
1422,SAM,"Who's gonna follow us down hereMr. Frodo?It's a shame, really.Lady Galadriel gave me that.Real Elvish rope.    Well, there's nothing for it.It's one of my knots.Won't come free in a hurry. ",The Two Towers ,189.0,30.0,NEGATIVE,0.9975379705429076,Topic 5,Fear & Danger
1423,FRODO,Real Elvish rope. ,The Two Towers ,18.0,3.0,POSITIVE,0.993012011051178,Topic 5,Fear & Danger
1424,SAM,"Mordor. The one place in Middle-earthwe don't want to see any closer.And it's the one placewe're trying to get to.It's just where we can't get.    Let's face it, Mr. Frodo, we're lost.I don't think Gandalf meant for us tocome this way. ",The Two Towers ,236.0,41.0,NEGATIVE,0.9970146417617798,Topic 8,Home & Peace
1425,FRODO,"He didn't mean for a lot of thingsto happen, Sam......but they did. ",The Two Towers ,68.0,12.0,POSITIVE,0.9892224073410034,Topic 3,The Ring & Power
1426,SAM,"Mr. Frodo?It's the Ring, isn't it? ",The Two Towers ,35.0,6.0,NEGATIVE,0.9863178730010986,Topic 8,Home & Peace
1427,FRODO,It's getting heavier. ,The Two Towers ,22.0,3.0,NEGATIVE,0.9961440563201904,Topic 1,War & Battle
1428,FRODO,What food have we got left? ,The Two Towers ,28.0,6.0,NEGATIVE,0.9990832805633544,Topic 5,Fear & Danger
1429,SAM,"Let me see.Oh, yes. Lovely.Lembas bread. And look!More lembas bread. ",The Two Towers ,69.0,10.0,POSITIVE,0.9982851147651672,Topic 2,Friendship & Loyalty
1430,SAM,"I don't usually hold with foreign food.....but this Elvish stuff, it's not bad. ",The Two Towers ,80.0,13.0,POSITIVE,0.9992695450782776,Topic 6,Hope & Courage
1431,FRODO,"Nothing ever dampens your spiritsdoes it, Sam? ",The Two Towers ,47.0,7.0,POSITIVE,0.9867008328437804,Topic 3,The Ring & Power
1432,BILBO,"My old sword, Sting , Here, take it, take it. ",The Fellowship of the Ring ,46.0,10.0,POSITIVE,0.8325227499008179,Topic 3,The Ring & Power
1433,FRODO,Its so light! ,The Fellowship of the Ring ,14.0,3.0,POSITIVE,0.9998500347137452,Topic 6,Hope & Courage
1434,BILBO,"Yes Yes , Made by the elves you know.  The blade glows blue     when orcs are close and its times like that my lad, when you have to be     extra careful.    Here's a pretty thing. , Mithril!    ,     as light as a feather and as hard as dragon scales.  Let me see you put     it on, go on. ",The Fellowship of the Ring ,291.0,58.0,POSITIVE,0.989994466304779,Topic 2,Friendship & Loyalty
1435,BILBO," My my     old ring.  Well I should... very much like to hold it again, one last     time.  ",The Fellowship of the Ring ,92.0,17.0,POSITIVE,0.9934499859809875,Topic 3,The Ring & Power
1436,BILBO,"I'm sorry I brought this upon you my boy    , I'm sorry that you must carry this     burden , I'm sorry for everything ",The Fellowship of the Ring ,119.0,23.0,NEGATIVE,0.99818617105484,Topic 7,Death & Sacrifice
1437,ELROND,"The Ringbearer is setting out on the quest of Mount Doom and     you who travel with him, , no oath nor bond is laid to go further than you will    , Farewell. Hold to     your purpose and may the blessings of elves , and men ,,     and all free folk , go with     you.  ",The Fellowship of the Ring ,271.0,54.0,POSITIVE,0.5826366543769836,Topic 8,Home & Peace
1438,BOROMIR,You are no elf ,The Fellowship of the Ring ,15.0,4.0,POSITIVE,0.9572482109069824,Topic 7,Death & Sacrifice
1439,ARAGORN,Men of the South are welcome here ,The Fellowship of the Ring ,34.0,7.0,POSITIVE,0.9997279047966005,Topic 1,War & Battle
1440,BOROMIR, Who are you ? ,The Fellowship of the Ring ,15.0,4.0,NEGATIVE,0.9952167272567748,Topic 1,War & Battle
1441,ARAGORN,I'm a friend of Gandalf the Grey ,The Fellowship of the Ring ,33.0,7.0,POSITIVE,0.9987708926200868,Topic 2,Friendship & Loyalty
1442,BOROMIR," Then we are here on a     common purpose , friend. ",The Fellowship of the Ring ,52.0,10.0,POSITIVE,0.9984583854675292,Topic 4,Journey & Quest
1443,BOROMIR,"The shards of Narsil ,  The blade that cut the Ring from     Sauron's hand , Ah! ,Its still sharp , but no more than a broken heirloom    ",The Fellowship of the Ring ,138.0,27.0,NEGATIVE,0.9941903352737428,Topic 4,Journey & Quest
1444,ARWEN,"Why do you fear the past.  You are Isildur's heir, not     Isildur himself.  You are not bound to his fate ",The Fellowship of the Ring ,107.0,20.0,NEGATIVE,0.986140251159668,Topic 3,The Ring & Power
1445,PIPPIN,"    He's not dead. HE'S NOT DEAD , NO! NO! He's not dead.  ",The Return of the King ,59.0,12.0,POSITIVE,0.7723720669746399,Topic 6,Hope & Courage
1446,DENETHOR,    Farewell Peregrin son of Paladin. ,The Return of the King ,38.0,5.0,NEGATIVE,0.9562121033668518,Topic 6,Hope & Courage
1447,PIPPIN,    NO! NO!  ,The Return of the King ,13.0,2.0,NEGATIVE,0.9968549013137816,Topic 1,War & Battle
1448,DENETHOR,"    I release you from my service. ,Go now and die and what way seems best to you.  ",The Return of the King ,84.0,17.0,POSITIVE,0.9970357418060304,Topic 5,Fear & Danger
1449,SOLDIER,"    Come on soldier, move it.  ",The Return of the King ,31.0,5.0,POSITIVE,0.9979604482650756,Topic 5,Fear & Danger
1450,SOLDIER,"    Hurry along there, hurry along. ",The Return of the King ,36.0,5.0,NEGATIVE,0.9983574748039246,Topic 7,Death & Sacrifice
1451,PIPPIN,"    Gandalf! , Where's     Gandalf? , GANDALF!     ",The Return of the King ,51.0,6.0,NEGATIVE,0.9466270208358764,Topic 1,War & Battle
1452,SNAGA,Just a mouthful......a bit of the flank. ,The Two Towers ,41.0,7.0,NEGATIVE,0.977616012096405,Topic 2,Friendship & Loyalty
1453,UGLUK,Looks like meat's back on the menuboys. ,The Two Towers ,40.0,7.0,NEGATIVE,0.9977601766586304,Topic 7,Death & Sacrifice
1454,MERRY,Pippin.Let's go. ,The Two Towers ,17.0,2.0,POSITIVE,0.99860280752182,Topic 8,Home & Peace
1455,GRISHNAKH,Go on.Call for help. Squeal.No one's going to save you now.  ,The Two Towers ,61.0,11.0,NEGATIVE,0.999554455280304,Topic 7,Death & Sacrifice
1456,MERRY,Pippin! ,The Two Towers ,8.0,1.0,POSITIVE,0.9990719556808472,Topic 8,Home & Peace
1457,PIPPIN,Aaaaaaaagh! ,The Two Towers ,12.0,1.0,NEGATIVE,0.9134414792060852,Topic 1,War & Battle
1458,LEGOLAS,A red sun rises.Blood has been spilled this night.,The Two Towers ,50.0,9.0,POSITIVE,0.9622613787651062,Topic 2,Friendship & Loyalty
1459,ARAGORN,Riders of Rohan......what news from the Mark? ,The Two Towers ,46.0,7.0,NEGATIVE,0.9820098280906676,Topic 4,Journey & Quest
1460,EOMER,"What business does an Elf, a Manand a Dwarf have in the Riddermark?Speak quickly! ",The Two Towers ,82.0,14.0,NEGATIVE,0.9942512512207032,Topic 7,Death & Sacrifice
1461,GIMLI,"Give me your name, horse-masterand I shall give you mine. ",The Two Towers ,58.0,10.0,POSITIVE,0.9989197254180908,Topic 2,Friendship & Loyalty
1462,EOMER,"I would cut off your head, Dwarf......if it stood but a little higherfrom the ground. ",The Two Towers ,86.0,15.0,NEGATIVE,0.9898348450660706,Topic 1,War & Battle
1463,LEGOLAS,You would die before your stroke fell. ,The Two Towers ,39.0,7.0,NEGATIVE,0.9446863532066344,Topic 4,Journey & Quest
1464,ARAGORN,"I am Aragorn, son of Arathorn.This is Gimli, son of Gloinand Legolas of the Woodland Realm.We are friends of Rohanand of Theoden, your king. ",The Two Towers ,141.0,24.0,POSITIVE,0.999357521533966,Topic 4,Journey & Quest
1465,EOMER,"Theoden no longer recognizesfriend from foe. Not even his own kin. ,Saruman has poisoned the mindof the king......and claimed lordship over these lands.    My company are those loyal to Rohan.And for that, we are banished.The White Wizard is cunning.He walks here and there, they say......as an old man hooded and cloaked.And everywhere, his spiesslip past our nets. ",The Two Towers ,367.0,57.0,POSITIVE,0.983264148235321,Topic 4,Journey & Quest
1466,SOLDIER,Very good sir. ,The Return of the King ,15.0,3.0,POSITIVE,0.9998421669006348,Topic 8,Home & Peace
1467,THEODEN, Gamling.   ,The Return of the King ,12.0,1.0,NEGATIVE,0.997071385383606,Topic 1,War & Battle
1468,GAMLING,My lord! ,The Return of the King ,9.0,2.0,POSITIVE,0.9985830783843994,Topic 4,Journey & Quest
1469,THEODEN,Make haste across the Riddermark.  Summon every able-bodied man to     Dunharrow.   ,The Return of the King ,84.0,11.0,POSITIVE,0.9789360761642456,Topic 7,Death & Sacrifice
1470,GAMLING,I will.   ,The Return of the King ,10.0,2.0,POSITIVE,0.9997941851615906,Topic 1,War & Battle
1471,ARAGORN,Do you ride with us? ,The Return of the King ,21.0,5.0,POSITIVE,0.9949853420257568,Topic 7,Death & Sacrifice
1472,EOWYN,"Just to the encampment.  It's tradition for the women of the court to     farewell the men.  ,         The men have found their captain.  They will follow you into battle.  Even     to death.  You have given us hope.  ",The Return of the King ,218.0,37.0,POSITIVE,0.9993096590042114,Topic 5,Fear & Danger
1473,MERRY,"Excuse me!  , I have     a sword.  Please accept it!  , I offer you my service Theoden King. ",The Return of the King ,93.0,18.0,POSITIVE,0.9987817406654358,Topic 4,Journey & Quest
1474,THEODEN,"And gladly, I accept it.  ,      You shall be Meriadoc, esquire of Rohan.  ",The Return of the King ,75.0,13.0,POSITIVE,0.9994916915893556,Topic 7,Death & Sacrifice
1475,GIMLI,"Horse men!  I wish I could muster an army of Dwarves, fully armed and     filthy.   ",The Return of the King ,84.0,15.0,NEGATIVE,0.9962424039840698,Topic 1,War & Battle
1476,LEGOLAS,Your kinsmen may have no need to ride to war.  I fear war already     marches on their own lands.  ,The Return of the King ,99.0,19.0,NEGATIVE,0.9796534776687622,Topic 3,The Ring & Power
1478,EOMER," Now is the hour,     Riders of Rohan.  Oaths you have taken.  Now fulfil them all, to Lord and     Land!  Hah! ",The Return of the King ,112.0,20.0,POSITIVE,0.6966661810874939,Topic 5,Fear & Danger
1479,PIPPIN,Why are there so few of youwhen you have lived so long? Are there Ent children? ,The Two Towers ,80.0,16.0,NEGATIVE,0.9925299286842346,Topic 4,Journey & Quest
1480,TREEBEARD,Bru-ra-hroom.There have been no Entingsfor a terrible long count of years. ,The Two Towers ,75.0,11.0,NEGATIVE,0.982559859752655,Topic 3,The Ring & Power
1481,MERRY,Why is that? ,The Two Towers ,13.0,3.0,NEGATIVE,0.9978697299957277,Topic 1,War & Battle
1482,TREEBEARD,We lost the Entwives. ,The Two Towers ,22.0,4.0,NEGATIVE,0.99940824508667,Topic 7,Death & Sacrifice
1483,PIPPIN,"Oh, I'm sorry. How did they die? ",The Two Towers ,33.0,7.0,NEGATIVE,0.998855710029602,Topic 7,Death & Sacrifice
1484,TREEBEARD,Die? No.We lost them.And now we cannot find them. I don't suppose you've seen Entwives in the Shire? ,The Two Towers ,101.0,18.0,NEGATIVE,0.9986605644226074,Topic 7,Death & Sacrifice
1485,MERRY,"Can't say that I have. You, Pip? ",The Two Towers ,33.0,7.0,NEGATIVE,0.9673054218292236,Topic 3,The Ring & Power
1486,PIPPIN, What do they     look like? ,The Two Towers ,29.0,5.0,POSITIVE,0.963830828666687,Topic 8,Home & Peace
1487,TREEBEARD,I don't remember now.,The Two Towers ,21.0,4.0,NEGATIVE,0.9984235763549804,Topic 1,War & Battle
1488,GANDALF,"Edoras and the Golden Hall of Meduseld. There dwells Theoden,     King of Rohan...... whose mind is overthrown. Saruman's hold over King     Theoden is now very strong. ",The Two Towers ,169.0,26.0,POSITIVE,0.997348427772522,Topic 4,Journey & Quest
1489,EOWYN,"My lord, your son......he is dead. , My lord? Uncle? Will you not go to him? Will you do     nothing? ",The Two Towers ,102.0,20.0,NEGATIVE,0.9991372227668762,Topic 4,Journey & Quest
1490,GANDALF,Be careful what you say.Do not look for welcome here.     ,The Two Towers ,58.0,10.0,NEGATIVE,0.9927694797515868,Topic 3,The Ring & Power
1491,GRIMA,"Oh, he must have died sometime in the night. What a tragedy     for the king......to lose his only son and heir. ",The Two Towers ,113.0,21.0,NEGATIVE,0.9996249675750732,Topic 7,Death & Sacrifice
1492,GANDALF,  I've sent him to his death.      ,The Return of the King ,35.0,6.0,NEGATIVE,0.9988813996315002,Topic 4,Journey & Quest
1493,ARAGORN,  No.  There is still hope for Frodo.  He needs time and safe passage across the plains of    Gorgoroth.  We can give him that.      ,The Return of the King ,133.0,23.0,NEGATIVE,0.6920337080955505,Topic 8,Home & Peace
1494,GIMLI,  How?     ,The Return of the King ,11.0,1.0,NEGATIVE,0.994257152080536,Topic 1,War & Battle
1495,ARAGORN,  Draw out Sauron's armies.  Empty his lands.   Then we gather our full strength and march on the Black Gate.      ,The Return of the King ,115.0,19.0,NEGATIVE,0.8121243119239807,Topic 6,Hope & Courage
1496,EOMER,  We cannot achieve victory through strength of arms.      ,The Return of the King ,59.0,8.0,NEGATIVE,0.9951140880584716,Topic 4,Journey & Quest
1497,ARAGORN,  Not for ourselves.  But we can give Frodo his chance if we keep Sauron's eye fixed upon us.   Keep him blind to all else that moves.      ,The Return of the King ,140.0,26.0,POSITIVE,0.942047953605652,Topic 8,Home & Peace
1498,LEGOLAS,  A diversion.      ,The Return of the King ,20.0,2.0,POSITIVE,0.9950119256973268,Topic 1,War & Battle
1499,GIMLI,"  Certainty of death, small chance of success, what are we waiting for?      ",The Return of the King ,77.0,12.0,NEGATIVE,0.9968386888504028,Topic 8,Home & Peace
1500,GANDALF,  Sauron will suspect a trap.  He will not take the bait.     ,The Return of the King ,62.0,11.0,NEGATIVE,0.9967401623725892,Topic 6,Hope & Courage
1501,ARAGORN,"  Oh, I think he will.      ",The Return of the King ,28.0,5.0,POSITIVE,0.999546229839325,Topic 3,The Ring & Power
1502,ARAGORN,"  Long have you hunted me.  Long have I eluded you.  No more! ,  Behold, the Sword of Elendil!      ",The Return of the King ,100.0,18.0,POSITIVE,0.9694116711616516,Topic 3,The Ring & Power
1503,EOTHAIN,"Yes, Mama.",The Two Towers ,10.0,2.0,POSITIVE,0.9997209906578064,Topic 5,Fear & Danger
1504,FREDA,"I don't want to leave.I don't want to go, Mama.",The Two Towers ,47.0,10.0,NEGATIVE,0.9718562960624696,Topic 4,Journey & Quest
1505,MORWEN," Freda, I will find     you there.",The Two Towers ,34.0,6.0,POSITIVE,0.9997848868370056,Topic 1,War & Battle
1506,MORWEN,"Quickly! ,Go, child.",The Two Towers ,20.0,3.0,POSITIVE,0.9572158455848694,Topic 4,Journey & Quest
1507,SARUMAN VOICE OVER,"Rohan, my lord......is ready to fall.",The Two Towers ,37.0,6.0,NEGATIVE,0.9925844073295592,Topic 4,Journey & Quest
1508,EOMER,Theodred.Find the king's son!,The Two Towers ,29.0,4.0,POSITIVE,0.9842499494552612,Topic 4,Journey & Quest
1509,ROHAN HORSEMAN,Mordor will pay for this,The Two Towers ,24.0,5.0,POSITIVE,0.7867884635925293,Topic 1,War & Battle
1510,EOMER,These Orcs are not from Mordor.,The Two Towers ,31.0,6.0,NEGATIVE,0.9926573634147644,Topic 1,War & Battle
1511,ROHAN HORSEMAN,"My Lord Eomer, over here!",The Two Towers ,25.0,5.0,POSITIVE,0.9975906610488892,Topic 6,Hope & Courage
1512,EOMER,He's alive.,The Two Towers ,11.0,2.0,POSITIVE,0.9998611211776732,Topic 5,Fear & Danger
1513,EOWYN,Theodred.,The Two Towers ,9.0,1.0,POSITIVE,0.975002646446228,Topic 1,War & Battle
1514,EOWYN,"Your son is badly wounded, my lord.",The Two Towers ,35.0,7.0,NEGATIVE,0.9983709454536438,Topic 4,Journey & Quest
1515,EOMER,He was ambushed by Orcs.If we don't defend our countrySaruman will take it by force,The Two Towers ,83.0,15.0,NEGATIVE,0.9957453608512878,Topic 6,Hope & Courage
1516,GRIMA,That is a lie.Saruman the White has ever beenour friend and ally.,The Two Towers ,65.0,12.0,NEGATIVE,0.9863685965538024,Topic 4,Journey & Quest
